templates,used_attributes
The HOME-TEAM-NAME will embark on a VIS-TEAM-FTM - game road trip that begins Sunday against the New_York Knicks . ,"['HOME-TEAM-NAME', 'VIS-TEAM-FG3M', 'VIS-TEAM-FTM']"
The HOME-TEAM-PLACE HOME-TEAM-NAME held VIS-TEAM-PLACE to VIS-TEAM-FG_PCT percent shooting from the field and VIS-TEAM-FG3_PCT percent from beyond the arc . ,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT']"
"HOME-TEAM-PLACE shot HOME-TEAM-FG3_PCT percent from the 3 - point line , while VIS-TEAM-PLACE shot only HOME-TEAM-FTA percent , so that may have been the difference in this VIS-TEAM-STANDING . ","['HOME-TEAM-PLACE', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-PLACE', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-FTA', 'VIS-TEAM-STANDING']"
"VIS-TEAM-PLACE has become VIS-TEAM-STANDING of the hottest teams in the league , having won 9 of VIS-TEAM-PLACE 15 HOME-TEAM-FTM games , including 4 straight . ","['VIS-TEAM-PLACE', 'VIS-TEAM-STANDING', 'VIS-TEAM-PLACE', 'HOME-TEAM-FTM']"
the HOME-TEAM-NAME are 1 of 4 teams in the Western_Conference with HOME-TEAM-WINS wins now and need to right HOME-TEAM-PLACE if the HOME-TEAM-NAME want to keep the HOME-TEAM-NAME standing in the top 4 . ,"['HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-NAME']"
The HOME-TEAM-PLACE HOME-TEAM-NAME outscored the VIS-TEAM-NAME VIS-TEAM-LOSSES - VIS-TEAM-FG3A in the VIS-TEAM-FG3M to put the result beyond all doubt . ,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-NAME', 'HOME-TEAM-PTS_QTR3', 'VIS-TEAM-LOSSES', 'VIS-TEAM-PTS_QTR3', 'VIS-TEAM-FG3A', 'VIS-TEAM-FG3M']"
"The HOME-TEAM-NAME were the much better shooting team in this 1 , going HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from the VIS-TEAM-FG3M - point line , while the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) finished at VIS-TEAM-FG_PCT percent from the floor and just HOME-TEAM-LOSSES percent from deep . ","['HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-FG3M', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-AST', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-LOSSES']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME fell to the VIS-TEAM-PLACE VIS-TEAM-NAME VIS-TEAM-PTS - HOME-TEAM-PTS Thursday at the ORACLE Arena , despite shooting an impressive HOME-TEAM-FG_PCT percent from the field . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-FG_PCT']"
"VIS-LEADER_FIRST_NAME VIS-LEADER_SECOND_NAME put up 30 points and VIS-TEAM-FG3A rebounds in 38 minutes , but the VIS-TEAM-NAME shot just VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from beyond the VIS-TEAM-FG3M - point line . ","['VIS-LEADER_FIRST_NAME', 'VIS-LEADER_SECOND_NAME', 'VIS-TEAM-FG3A', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'VIS-TEAM-FG3M']"
"a Paul Pierce would miss a long HOME-TEAM-STANDING - pointer as time expired , sending the game into overtime . ",['HOME-TEAM-STANDING']
HOME-TEAM-PLACE was also able to out - rebound the VIS-TEAM-NAME HOME-TEAM-REB - VIS-TEAM-REB giving The VIS-TEAM-PLACE VIS-TEAM-NAME numerous HOME-TEAM-STANDING - chance opportunities and an advantage The VIS-TEAM-PLACE VIS-TEAM-NAME could n't match . ,"['HOME-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-REB', 'VIS-TEAM-FGM', 'VIS-TEAM-REB', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FG3M', 'HOME-TEAM-STANDING', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME']"
"HOME-TEAM-PLACE was scorching from the field , hitting HOME-TEAM-FG_PCT percent of their field goal attempts , compared with the VIS-TEAM-NAME , who could manage just VIS-TEAM-FG_PCT percent conversion . ","['HOME-TEAM-PLACE', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT']"
the HOME-TEAM-NAME shot HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FTM percent from beyond the arc . ,"['HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-PTS_QTR3', 'HOME-TEAM-PTS_QTR4', 'HOME-TEAM-FG3_PCT', 'HOME-TEAM-FTM']"
"HOME-TEAM-PLACE has won 3 straight games to help keep them in HOME-TEAM-STANDING place in the Eastern_Conference standings , just below the VIS-STREAK-COUNT place Atlanta Hawks . ","['HOME-TEAM-PLACE', 'HOME-TEAM-STANDING', 'HOME-STREAK-COUNT', 'VIS-STREAK-COUNT']"
"VIS-TEAM-PLACE has dropped HOME-TEAM-STANDING straight , and VIS-TEAM-PLACE struggled on both sides of the court Friday . ","['VIS-TEAM-PLACE', 'HOME-TEAM-STANDING', 'VIS-TEAM-PLACE']"
"As a team , VIS-TEAM-PLACE shot just VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FT_PCT percent from the free - throw line . ","['VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-FT_PCT', 'VIS-TEAM-FT_PCT']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) were the superior shooters in this game , going HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from the 3 - point line , while the VIS-TEAM-NAME went VIS-TEAM-FG_PCT percent from the floor and just VIS-TEAM-FG3_PCT percent from beyond the arc . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-PTS_QTR4', 'VIS-TEAM-AST', 'HOME-TEAM-WINS', 'HOME-TEAM-FG3A', 'VIS-TEAM-FTA', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-PTS_QTR1', 'VIS-TEAM-FG3_PCT']"
VIS-TEAM-PLACE shot a scoring VIS-TEAM-FG_PCT percent from the field while limiting the HOME-TEAM-NAME ( HOME-TEAM-WINS - VIS-TEAM-LOSSES ) to HOME-TEAM-FG_PCT percent shooting . ,"['VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-NAME', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-FG3A', 'HOME-TEAM-WINS', 'HOME-TEAM-AST', 'HOME-TEAM-LOSSES', 'VIS-TEAM-LOSSES', 'HOME-TEAM-FG_PCT']"
"VIS-TEAM-PLACE has now won VIS-STREAK-COUNT in a row , 3 of which have come on the road . ","['VIS-TEAM-PLACE', 'HOME-TEAM-FG3M', 'VIS-STREAK-COUNT']"
"HOME-TEAM-PLACE , which shot over HOME-TEAM-FG_PCT percent from the field , trailed by 16 entering the final period . ","['HOME-TEAM-PLACE', 'HOME-TEAM-FG_PCT']"
"The HOME-TEAM-NAME , whose HOME-TEAM-STANDING 2 losses have come by a combined VIS-TEAM-WINS points , were paced by another strong performance by HOME-LEADER_FIRST_NAME HOME-LEADER_SECOND_NAME . ","['HOME-TEAM-NAME', 'HOME-TEAM-STANDING', 'VIS-TEAM-WINS', 'HOME-LEADER_FIRST_NAME', 'HOME-LEADER_SECOND_NAME']"
"HOME-TEAM-PLACE out - scored VIS-TEAM-PLACE 57 - 48 in the 2 half , but could n't complete the comeback , as The VIS-TEAM-PLACE VIS-TEAM-NAME were able to hold on for the win . ","['HOME-TEAM-PLACE', 'VIS-TEAM-PLACE', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME']"
HOME-TEAM-PLACE has dropped HOME-TEAM-FG3M straight games . ,"['HOME-TEAM-PLACE', 'HOME-TEAM-FG3M']"
"As a team , the HOME-TEAM-NAME shot 36 percent from the field and VIS-TEAM-LOSSES percent from beyond the arc . ","['HOME-TEAM-NAME', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-LOSSES']"
"HOME-TEAM-PLACE shot a superior HOME-TEAM-FG_PCT percent from the field , while VIS-TEAM-PLACE went just VIS-TEAM-FG_PCT percent from the floor . ","['HOME-TEAM-PLACE', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) out - shot the HOME-TEAM-NAME by a large margin in this VIS-STREAK-COUNT , going VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from the 3 - point line , while the HOME-TEAM-NAME went just HOME-TEAM-FG_PCT percent from the floor and a meager HOME-TEAM-FG3_PCT percent from beyond the arc . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-NAME', 'VIS-STREAK-COUNT', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-FG3M', 'HOME-TEAM-FG3_PCT']"
"Playing without Anthony Davis , The VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) shot a paltry HOME-TEAM-REB percent from the floor and committed VIS-TEAM-TOV turnovers . ","['VIS-TEAM-NAME', 'VIS-TEAM-FTM', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-REB', 'VIS-TEAM-TOV']"
"The HOME-TEAM-NAME are enjoying The HOME-TEAM-NAME best month of the season , having recorded 5 wins so far in January . ","['HOME-TEAM-NAME', 'HOME-TEAM-NAME']"
"The HOME-TEAM-NAME caught fire real quick in this game , out - scoring the VIS-TEAM-NAME 61 - 40 in the 1 half alone . ","['HOME-TEAM-NAME', 'VIS-TEAM-NAME']"
"The HOME-TEAM-NAME were the superior shooters in this game , going HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from the 3 - point line , while the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) finished HOME-TEAM-LOSSES percent from the floor and HOME-TEAM-LOSSES percent from beyond the arc . ","['HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-LOSSES', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-LOSSES']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME went just VIS-TEAM-REB percent from the field and VIS-TEAM-FG3_PCT percent from the 3 - point line , while the HOME-TEAM-NAME finished at HOME-TEAM-FG_PCT percent from the floor and HOME-TEAM-FG3_PCT percent from beyond the arc . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-REB', 'HOME-TEAM-PTS_QTR1', 'HOME-TEAM-FG3A', 'VIS-TEAM-FG3_PCT', 'HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-FG3A', 'HOME-TEAM-FG3_PCT']"
"the HOME-TEAM-NAME did the majority of the HOME-TEAM-NAME work in the 2 half though , where the HOME-TEAM-NAME out - scored the The VIS-TEAM-PLACE VIS-TEAM-NAME 45 - VIS-TEAM-PTS_QTR1 , helping push the HOME-TEAM-NAME to the 8 - point victory in front of the HOME-TEAM-NAME home crowd . ","['HOME-TEAM-NAME', 'HOME-TEAM-NAME', 'HOME-TEAM-NAME', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR1', 'HOME-TEAM-NAME', 'HOME-TEAM-NAME']"
"the HOME-TEAM-NAME 's turned the HOME-TEAM-NAME game up a notch lately , averaging HOME-TEAM-FTA points and 6 rebounds over the HOME-TEAM-NAME VIS-TEAM-PTS_QTR4 3 games . ","['HOME-TEAM-NAME', 'HOME-TEAM-NAME', 'HOME-TEAM-FTA', 'HOME-TEAM-NAME', 'VIS-TEAM-PTS_QTR4']"
"Once overtime started though , The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) did n't look back , as The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) out - scored the HOME-TEAM-NAME HOME-TEAM-FTM - VIS-TEAM-STANDING and finished the game with a 9 - point win on the road in HOME-TEAM-PLACE . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FGM', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-FGM', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'HOME-TEAM-NAME', 'HOME-TEAM-PTS_QTR3', 'HOME-TEAM-FTM', 'VIS-TEAM-STANDING', 'HOME-TEAM-PLACE']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) were led by DeAndre Jordan , who put up another stellar performance , The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) finished with HOME-TEAM-AST points , 20 rebounds and 2 blocks . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-LOSSES', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-LOSSES', 'HOME-TEAM-AST']"
"The VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) play has helped lead them to 6 straight victories , 3 of which were on the road . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-LOSSES']"
"The HOME-TEAM-NAME will look to tie The HOME-TEAM-NAME season high for wins in a month when The HOME-TEAM-NAME take on the Cleveland Cavaliers on Sunday , but are much more likely to take a victory against the Lakers on Monday . ","['HOME-TEAM-NAME', 'HOME-TEAM-NAME', 'HOME-TEAM-NAME']"
"After shooting over 40 percent from the field and scoring more than VIS-TEAM-FTA points in Robert Covington previous 3 games , this was somewhat of a let - down performance for Robert Covington in the season finale . ","['HOME-TEAM-FTM', 'VIS-TEAM-FTA']"
The VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-STREAK-COUNT ) knocked off the HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS at the BMO_Harris_Bradley_Center on Wednesday night shot VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FT_PCT percent ( VIS-TEAM-FTM - of - VIS-TEAM-FTA ) at the free throw line . ,"['VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-STANDING', 'VIS-STREAK-COUNT', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-FG3M', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FGA', 'VIS-TEAM-FT_PCT', 'VIS-TEAM-FTM', 'VIS-TEAM-FTA']"
"HOME-TEAM-PLACE , looking for HOME-TEAM-PLACE VIS-STREAK-COUNT winning streak since the 2012 - 13 season , led by VIS-TEAM-WINS at halftime but came out flat in the HOME-TEAM-LOSSES quarter , allowing VIS-TEAM-PLACE to regain the lead entering the final period . ","['HOME-TEAM-PLACE', 'HOME-TEAM-PLACE', 'VIS-TEAM-LOSSES', 'VIS-TEAM-STANDING', 'VIS-STREAK-COUNT', 'VIS-TEAM-WINS', 'HOME-TEAM-FG3M', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PLACE']"
"The VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-STREAK-COUNT ) knocked off the HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS at the BMO_Harris_Bradley_Center on Wednesday night would make a run , however , capped by a Kirk Hinrich corner HOME-TEAM-LOSSES - pointer with 2:15 remaining that put VIS-TEAM-PLACE up 88 - 80 . ","['VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-STANDING', 'VIS-STREAK-COUNT', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-FG3M', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-FG3M', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PLACE']"
HOME-TEAM-PLACE shot a paltry HOME-TEAM-FG_PCT percent from the floor and converted only HOME-TEAM-LOSSES - of - HOME-TEAM-FG3A HOME-TEAM-LOSSES - point attempts . ,"['HOME-TEAM-PLACE', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3M', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG3A', 'HOME-TEAM-FG3M', 'HOME-TEAM-LOSSES']"
"VIS-TEAM-PLACE , which shot a season - low VIS-TEAM-FG_PCT percent from the field , got HOME-TEAM-PTS_QTR3 points and VIS-TEAM-FG3A rebounds from VIS-LEADER_FIRST_NAME VIS-LEADER_SECOND_NAME . ","['VIS-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-PTS_QTR3', 'VIS-TEAM-FG3A', 'VIS-LEADER_FIRST_NAME', 'VIS-LEADER_SECOND_NAME']"
The VIS-TEAM-NAME lost for the 8 time in The VIS-TEAM-NAME 15 VIS-TEAM-LOSSES games despite shooting VIS-TEAM-FG_PCT percent from the field . ,"['VIS-TEAM-NAME', 'VIS-TEAM-NAME', 'HOME-TEAM-FG3M', 'VIS-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-FG_PCT']"
"VIS-TEAM-PLACE entered a 1 - possession game having lost HOME-TEAM-FG3M of VIS-TEAM-PLACE VIS-TEAM-WINS HOME-TEAM-STANDING contests , but was able to steal a win on the road in HOME-TEAM-PLACE . ","['VIS-TEAM-PLACE', 'HOME-TEAM-FG3M', 'VIS-TEAM-PLACE', 'VIS-TEAM-WINS', 'HOME-TEAM-STANDING', 'HOME-TEAM-PLACE']"
"Despite shooting VIS-TEAM-FG3_PCT % from the floor and forcing VIS-TEAM-TOV turnovers , the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-LOSSES - HOME-TEAM-LOSSES ) were unable to secure a win on the road in HOME-TEAM-PLACE on Thursday . ","['VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3_PCT', 'VIS-TEAM-TOV', 'HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'HOME-TEAM-PLACE']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) were the superior shooters in this game , going HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from the VIS-STREAK-COUNT - point line , while the VIS-TEAM-NAME shot just HOME-TEAM-FG3_PCT percent from the floor and VIS-TEAM-FG3_PCT percent from beyond the arc . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-FTA', 'VIS-TEAM-AST', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-STREAK-COUNT', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-FG3_PCT']"
the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) shot VIS-TEAM-FG3_PCT percent from downtown . ,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-FTA', 'VIS-TEAM-WINS', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FG3_PCT']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) were the superior shooters in this game , going HOME-TEAM-FG_PCT percent from the field and HOME-TEAM-FG3_PCT percent from the 3 - point line , while the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) HOME-TEAM-PTS - VIS-TEAM-PTS on Wednesday at the BMO_Harris_Bradley_Center in HOME-TEAM-PLACE went VIS-TEAM-FG_PCT percent from the floor and just VIS-TEAM-FG3_PCT percent from beyond the arc . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-FTA', 'HOME-TEAM-WINS', 'VIS-TEAM-FTM', 'HOME-TEAM-AST', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PTS_QTR3', 'VIS-TEAM-TOV', 'VIS-TEAM-WINS', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-LOSSES', 'HOME-TEAM-PTS', 'VIS-TEAM-PTS', 'HOME-TEAM-PLACE', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FGM', 'VIS-TEAM-FG3_PCT']"
"After shooting just VIS-TEAM-AST percent ( 3 - HOME-TEAM-PTS_QTR1 FG ) from the field on Friday , it was good to see Teague get back on track , although Teague did n't grab as many rebounds as Teague normally does . ","['VIS-TEAM-AST', 'HOME-TEAM-PTS_QTR1']"
"However , VIS-TEAM-PLACE has lost HOME-TEAM-FG3M straight games and have n't beat a team that is currently over .500 since defeating the New Orleans Pelicans on Jan. HOME-TEAM-FTA . ","['VIS-TEAM-PLACE', 'HOME-TEAM-FG3M', 'HOME-TEAM-FTA']"
the HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) shot just HOME-TEAM-FG_PCT % from the floor as a team and committed HOME-TEAM-TOV turnovers . ,"['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-PTS_QTR2', 'HOME-TEAM-FG3A', 'HOME-TEAM-TOV']"
The VIS-TEAM-NAME have already clinched a playoff spot but would like to gain home - court advantage for the at least the HOME-STREAK-COUNT round . ,"['VIS-TEAM-NAME', 'HOME-STREAK-COUNT']"
the VIS-TEAM-PLACE VIS-TEAM-NAME ( VIS-TEAM-WINS - VIS-TEAM-LOSSES ) finished at VIS-TEAM-FG_PCT percent from the field and VIS-TEAM-FG3_PCT percent from beyond the arc . ,"['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-WINS', 'VIS-TEAM-TOV', 'VIS-TEAM-LOSSES', 'VIS-TEAM-FGM', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-FG3A', 'VIS-TEAM-FG3_PCT']"
"the HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) VIS-TEAM-PTS - HOME-TEAM-PTS , meanwhile , stumbled to just HOME-TEAM-FG_PCT percent shooting . ","['HOME-TEAM-NAME', 'HOME-TEAM-WINS', 'HOME-TEAM-LOSSES', 'VIS-TEAM-PTS', 'HOME-TEAM-PTS', 'HOME-TEAM-FG_PCT']"
"HOME-TEAM-PLACE has now dropped VIS-STREAK-COUNT out of HOME-TEAM-PLACE HOME-TEAM-LOSSES HOME-TEAM-STANDING games , but remains securely HOME-TEAM-STANDING place in the East . ","['HOME-TEAM-PLACE', 'VIS-STREAK-COUNT', 'HOME-TEAM-PLACE', 'HOME-TEAM-LOSSES', 'HOME-TEAM-STANDING', 'HOME-TEAM-STANDING']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME got off to a quick start in this 1 , out - scoring the VIS-TEAM-NAME 57 - 49 in the 1 half . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'VIS-TEAM-NAME']"
"It was the 1 time in 6 games that he scored under HOME-TEAM-LOSSES points and recorded under 10 rebounds , so that may have hurt The VIS-TEAM-NAME chances a little bit . ","['HOME-TEAM-PTS_QTR4', 'HOME-TEAM-FG3A', 'HOME-TEAM-LOSSES', 'VIS-TEAM-NAME']"
"The HOME-TEAM-PLACE HOME-TEAM-NAME ( HOME-TEAM-WINS - HOME-TEAM-LOSSES ) went HOME-TEAM-WINS percent from the field and VIS-TEAM-WINS percent from the HOME-TEAM-STANDING - point line , while the VIS-TEAM-NAME went just VIS-TEAM-FG_PCT percent from the floor and a meager VIS-TEAM-FG3_PCT percent from deep . ","['HOME-TEAM-PLACE', 'HOME-TEAM-NAME', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-WINS', 'HOME-TEAM-PTS_QTR1', 'HOME-TEAM-LOSSES', 'HOME-TEAM-FG_PCT', 'HOME-TEAM-WINS', 'HOME-TEAM-FG3_PCT', 'VIS-TEAM-WINS', 'HOME-TEAM-STANDING', 'VIS-TEAM-NAME', 'VIS-TEAM-FG_PCT', 'VIS-TEAM-PTS_QTR4', 'VIS-TEAM-FG3_PCT']"
"Coming into this outing riding a 5 - game losing streak , it was good to see The VIS-TEAM-PLACE VIS-TEAM-NAME get things turned around and grab a win against a quality HOME-TEAM-PLACE team , as The VIS-TEAM-PLACE VIS-TEAM-NAME really had to get things turned around with the playoffs still in The VIS-TEAM-PLACE VIS-TEAM-NAME sights . ","['VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'HOME-TEAM-PLACE', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME', 'VIS-TEAM-PLACE', 'VIS-TEAM-NAME']"
