templates,used_attributes
TEAM-PLACE will move on to face the NEXT-OPPONENT-TEAM in NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
TEAM-PLACE will embark on a TEAM-STANDING - game road trip that begins in NEXT-CITY on NEXT-DAYNAME against the NEXT-OPPONENT-TEAM . ,"['TEAM-PLACE', 'TEAM-STANDING', 'NEXT-CITY', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME got the bulk of The TEAM-NAME production from The TEAM-NAME backcourt duo of LEADER_FIRST_NAME LEADER_SECOND_NAME and Wayne Ellington . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'LEADER_FIRST_NAME', 'LEADER_SECOND_NAME']"
The TEAM-NAME own the TEAM-FG3M best record in the TEAM-CONFERENCE . ,"['TEAM-NAME', 'TEAM-FG3M', 'TEAM-CONFERENCE']"
The TEAM-NAME and The TEAM-PLACE TEAM-NAME ( TEAM-WINS - TEAM-TOV ) will wrap up the season series on April 9 at the Oracle Arena . ,"['TEAM-NAME', 'TEAM-PLACE', 'TEAM-NAME', 'TEAM-WINS', 'TEAM-TOV']"
The TEAM-NAME get an off day before competing against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
The TEAM-PLACE TEAM-NAME will go on the road to face the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE were also out - rebounded by The TEAM-PLACE TEAM-NAME TEAM-REB - TEAM-FG3_PCT . ,"['TEAM-PLACE', 'TEAM-PLACE', 'TEAM-NAME', 'TEAM-REB', 'TEAM-FG3_PCT']"
Golden state has the weekend off before The TEAM-PLACE TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME will host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME for what will likely be a 2 straight win . ,"['TEAM-PLACE', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will have a couple days off before hosting the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"The TEAM-PLACE TEAM-NAME were n't phased though , and dominated the TEAM-PLACE TEAM-NAME ( TEAM-WINS - TEAM-TOV ) in all aspects of this game . ","['TEAM-PLACE', 'TEAM-NAME', 'TEAM-PLACE', 'TEAM-NAME', 'TEAM-WINS', 'TEAM-TOV']"
the TEAM-PLACE TEAM-NAME the TEAM-PLACE TEAM-NAME will look to shake off this crushing loss on NEXT-DAYNAME when they play the NEXT-OPPONENT-TEAM in NEXT-CITY . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-PLACE', 'TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM', 'NEXT-CITY']"
"Up next , The TEAM-NAME ( TEAM-WINS - TEAM-LOSSES ) host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'TEAM-WINS', 'TEAM-LOSSES', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME play at home this season has been stellar . ,"['TEAM-PLACE', 'TEAM-NAME']"
LEADER_FIRST_NAME LEADER_SECOND_NAME will look to build upon LEADER_FIRST_NAME LEADER_SECOND_NAME game against the TEAM-NAME as TEAM-PLACE will host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['LEADER_FIRST_NAME', 'LEADER_SECOND_NAME', 'LEADER_FIRST_NAME', 'LEADER_SECOND_NAME', 'TEAM-NAME', 'TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-PLACE TEAM-NAME ( TEAM-FG3_PCT - TEAM-FG3_PCT ) will return home to host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-FG3_PCT', 'TEAM-FG3_PCT', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"The TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME , a contest which will help clear up the top of the TEAM-CONFERENCE playoff seeding . ","['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME', 'TEAM-CONFERENCE']"
The TEAM-NAME have TEAM-WINS days off before continuing The TEAM-NAME road trip against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-WINS', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will go on the road to play the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"Up next , the TEAM-NAME travel to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME ( TEAM-FTA - TEAM-LOSSES ) will go on the road to NEXT-CITY to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-FTA', 'TEAM-LOSSES', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will embark on a TEAM-FG3M - game NEXT-OPPONENT-TEAM-CONFERENCE road trip that begins against the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-FG3M', 'NEXT-OPPONENT-TEAM-CONFERENCE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME have 3 days off before battling the NEXT-OPPONENT-TEAM in NEXT-STATE . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-STATE']"
The TEAM-NAME will look to bounce back at home NEXT-DAYNAME when The TEAM-NAME host the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME will play the NEXT-OPPONENT-TEAM in NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
The TEAM-NAME now head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will take on NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME for the 2 half of a back - to - back . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME ( TEAM-FG3_PCT - TEAM-LOSSES ) head back home to face the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-FG3_PCT', 'TEAM-LOSSES', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"Philly did n't go down easily , however , as Philly took TEAM-PLACE to overtime on  . ","['TEAM-PLACE', '']"
The TEAM-NAME dominated the TEAM-NAME en route to a TEAM-PTS - TEAM-PTS win in  night 's season opener in TEAM-PLACE . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-PTS', 'TEAM-PTS', '', 'TEAM-PLACE']"
The TEAM-NAME remain in 15 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
"After holding off the TEAM-NAME , the TEAM-NAME will look to push the TEAM-NAME record to TEAM-PTS_QTR2 when the TEAM-NAME head to NEXT-STATE for a game NEXT-DAYNAME . ","['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'TEAM-PTS_QTR2', 'TEAM-NAME', 'NEXT-STATE', 'NEXT-DAYNAME']"
"Next the TEAM-NAME will host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME night , in another big TEAM-CONFERENCE match up . ","['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME', 'TEAM-CONFERENCE']"
The TEAM-NAME ' head home for a New Year 's Eve showdown with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME continue The TEAM-NAME road trip NEXT-DAYNAME in NEXT-STATE . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-STATE']"
They head to NEXT-CITY to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME next head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE now head to NEXT-STATE to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will return home to face the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will host NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME afternoon . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
the TEAM-NAME remain in TEAM-STANDING place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-STANDING', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
"Next , TEAM-PLACE hosts the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head to NEXT-CITY to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE visit the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME ' now head to NEXT-STATE to face off with the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will take to the road for a matchup NEXT-DAYNAME in NEXT-CITY . ,"['TEAM-PLACE', 'NEXT-DAYNAME', 'NEXT-CITY']"
the TEAM-PLACE TEAM-NAME will now have a few days rest before the TEAM-PLACE TEAM-NAME visit NEXT-OPPONENT-TEAM-PLACE to play the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-PLACE', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will take on the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM in TEAM-PLACE next fixture on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-PLACE', 'NEXT-DAYNAME']"
The TEAM-NAME head to NEXT-STATE for a NEXT-DAYNAME matchup against the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-STATE', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME travel to NEXT-CITY for a NEXT-DAYNAME tilt versus the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
"Next up TEAM-PLACE will be at home on NEXT-DAYNAME , when the NEXT-OPPONENT-TEAM come to town . ","['TEAM-PLACE', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
the TEAM-NAME ' head back home and await the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME ' frontcourt remain in 15 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
the TEAM-NAME ' frontcourt head home to face off against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME remain in 2 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
The TEAM-NAME remain at home for a NEXT-DAYNAME matchup against NEXT-OPPONENT-TEAM-PLACE . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM-PLACE']"
The TEAM-PLACE TEAM-NAME The TEAM-PLACE TEAM-NAME have now won 4 straight . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-PLACE', 'TEAM-NAME']"
TEAM-PLACE will visit NEXT-CITY on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-CITY', 'NEXT-DAYNAME']"
TEAM-NAME remain in 3 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
TEAM-NAME head home for a date with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME continue The TEAM-PLACE TEAM-NAME road trip NEXT-DAYNAME against the NEXT-OPPONENT-TEAM . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-PLACE', 'TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME continue The TEAM-NAME homestand NEXT-DAYNAME against the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
Next TEAM-PLACE will host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"TEAM-NAME TEAM-NAME will be right back in action on NEXT-DAYNAME , when TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ","['TEAM-NAME', 'TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
TEAM-NAME return home to host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME 're home against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
They head to NEXT-STATE to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will host the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"TEAM-NAME will be in NEXT-STATE on Wednesday to face the NEXT-OPPONENT-TEAM , in what will be TEAM-NAME 2 of a 3 - game road trip . ","['TEAM-NAME', 'NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'TEAM-NAME']"
the TEAM-NAME return home NEXT-DAYNAME to face the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME head back home to face the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head to NEXT-CITY to face off against the NEXT-OPPONENT-TEAM on NEXT-DAYNAME night . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"Next , the TEAM-NAME the TEAM-NAME will have to try defend the TEAM-NAME home court against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM , on NEXT-DAYNAME . ","['TEAM-NAME', 'TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head to NEXT-OPPONENT-TEAM-PLACE to take on the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME played this game without Derrick Favors and The TEAM-NAME did n't miss a beat . ,"['TEAM-NAME', 'TEAM-NAME']"
The TEAM-PLACE TEAM-NAME will visit the NEXT-CITY NEXT-OPPONENT-TEAM ( STREAK-COUNT - TEAM-TOV ) on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'STREAK-COUNT', 'TEAM-TOV', 'NEXT-DAYNAME']"
"The TEAM-NAME will have to take on the NEXT-CITY NEXT-OPPONENT-TEAM in The TEAM-NAME next game , who currently hold the longest winning streak in the NBA the NBA . ","['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'TEAM-NAME']"
TEAM-PLACE returns home for a matchup NEXT-DAYNAME against the NEXT-OPPONENT-TEAM . ,"['TEAM-PLACE', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
TEAM-PLACE will have a few days off until TEAM-PLACE play the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on Monday in TEAM-PLACE next game . ,"['TEAM-PLACE', 'TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-PLACE']"
The TEAM-NAME played this game without superstar DeMarcus Cousins and The TEAM-NAME clearly hampered superstar DeMarcus Cousins here . ,"['TEAM-NAME', 'TEAM-NAME']"
TEAM-PLACE will have a great test in TEAM-PLACE next game when TEAM-PLACE take on the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'TEAM-PLACE', 'TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will welcome the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM ( TEAM-FTM - TEAM-FTA ) on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'TEAM-FTM', 'TEAM-FTA', 'NEXT-DAYNAME']"
Up next for TEAM-PLACE is a matchup with the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME are currently in TEAM-STANDING place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-NAME', 'TEAM-STANDING', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
the TEAM-NAME will look to recover from the TEAM-NAME funk on NEXT-DAYNAME as the TEAM-NAME travel to NEXT-CITY to take on the NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM']"
"The TEAM-NAME , meanwhile , are done until after the All-Star break on NEXT-DAYNAME as they visit NEXT-CITY . ","['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-CITY']"
The TEAM-NAME 're back home on NEXT-DAYNAME to face off against the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ,"['TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
They head home to face the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
Up next for TEAM-PLACE is a date with the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
NIkola Vucevic did n't start the game as the TEAM-NAME the TEAM-NAME intended on easing NIkola Vucevic back into action . ,"['TEAM-NAME', 'TEAM-NAME']"
The TEAM-NAME were without Kobe Bryant as The TEAM-NAME opted to rest NIkola Vucevic on 2 half of a double - header . ,"['TEAM-NAME', 'TEAM-NAME']"
TEAM-PLACE was led by a valiant effort from C.J . ,['TEAM-PLACE']
The TEAM-NAME head to NEXT-CITY to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head back home to take on the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"TEAM-PLACE has a short turnaround , as TEAM-PLACE play the NEXT-CITY NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-PLACE', 'TEAM-PLACE', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"Next up for the TEAM-NAME is a date in NEXT-OPPONENT-TEAM-PLACE with the NEXT-OPPONENT-TEAM , on NEXT-DAYNAME . ","['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
"the TEAM-NAME will look to play better on NEXT-DAYNAME , when the TEAM-NAME host the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM . ","['TEAM-NAME', 'NEXT-DAYNAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM']"
The TEAM-NAME had a spark about The TEAM-NAME tonight and showed TEAM-PLACE how tides are changing in the West . ,"['TEAM-NAME', 'TEAM-NAME', 'TEAM-PLACE']"
TEAM-PLACE TEAM-PLACE will host NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME and look to go above .500 against the East the East . ,"['TEAM-PLACE', 'TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
the TEAM-NAME ' head home to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
TEAM-PLACE will travel to NEXT-STATE on NEXT-DAYNAME to take on the NEXT-OPPONENT-TEAM . ,"['TEAM-PLACE', 'NEXT-STATE', 'NEXT-DAYNAME', 'NEXT-OPPONENT-TEAM']"
Up next for TEAM-PLACE is a matchup with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-PLACE', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
the TEAM-NAME ' head to NEXT-CITY to face the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME will continue The TEAM-NAME road trip by dropping in at NEXT-OPPONENT-TEAM-PLACE on NEXT-DAYNAME . ,"['TEAM-NAME', 'TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-DAYNAME']"
The TEAM-NAME head home for a date with the NEXT-OPPONENT-TEAM-PLACE NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-OPPONENT-TEAM-PLACE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-NAME head to NEXT-CITY to face off with the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ,"['TEAM-NAME', 'NEXT-CITY', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME will continue The TEAM-PLACE TEAM-NAME east coast road trip NEXT-DAYNAME in NEXT-CITY . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-PLACE', 'TEAM-NAME', 'NEXT-DAYNAME', 'NEXT-CITY']"
"Next , the TEAM-NAME will play in NEXT-STATE , against the NEXT-OPPONENT-TEAM on NEXT-DAYNAME . ","['TEAM-NAME', 'NEXT-STATE', 'NEXT-OPPONENT-TEAM', 'NEXT-DAYNAME']"
The TEAM-PLACE TEAM-NAME ( TEAM-WINS - TEAM-LOSSES ) remain in 15 place in the TEAM-CONFERENCE 's TEAM-DIVISION Division . ,"['TEAM-PLACE', 'TEAM-NAME', 'TEAM-WINS', 'TEAM-LOSSES', 'TEAM-CONFERENCE', 'TEAM-DIVISION']"
