templates,used_attributes
FIRST_NAME SECOND_NAME pitched in with PTS points and a team - leading REB rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB']"
PLAYER-TEAM-PLACE has won AST_AVG straight games without Al Jefferson ( groin ) and FIRST_NAME SECOND_NAME ( pelvis ) . ,"['PLAYER-TEAM-PLACE', 'AST_AVG', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME also aided in the effort with a jammed - packed line - - PTS points , REB rebounds , PF assists , PF blocks , and AST_AVG steals - - which marked FIRST_NAME SECOND_NAME AST_AVG double - double in a row . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'AST', 'BLK', 'PF', 'AST', 'BLK', 'PF', 'FTM', 'FTA', 'OREB', 'STL', 'AST_AVG', 'FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'OREB', 'STL', 'AST_AVG']"
"Confined to a strict workload , FIRST_NAME SECOND_NAME put up DREB points ( PF - DREB FG , AST_AVG - FGM FT ) , AST_AVG assists , and BLK_AVG rebound in 18 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'DREB', 'AST', 'BLK', 'PF', 'DREB', 'FTM', 'FTA', 'OREB', 'STL', 'AST_AVG', 'FGM', 'FTM', 'FTA', 'OREB', 'STL', 'AST_AVG', 'BLK_AVG']"
FIRST_NAME SECOND_NAME had a solid night with PTS points and REB rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME , who returned to action Friday after missing time with a pelvic injury , played just MIN minutes but managed PTS points on REB_AVG - of - FGA shooting . ","['FIRST_NAME', 'SECOND_NAME', 'MIN', 'PTS', 'FGM', 'REB_AVG', 'FGA']"
"After scoring 17+ points in each of FIRST_NAME SECOND_NAME PTS_AVG 10 games , including a career - high 31 points Saturday , FIRST_NAME SECOND_NAME was held to just PTS points Monday , putting a stopper on the PLAYER-TEAM-NAME ' most consistent weapon of late . ","['FIRST_NAME', 'SECOND_NAME', 'PTS_AVG', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'PLAYER-TEAM-NAME']"
"FIRST_NAME SECOND_NAME shot just FGM - of - FGA , yet led The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME scoring attack with a team - high PTS points in Wednesday 's low - scoring affair . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FGA', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'PTS']"
FIRST_NAME SECOND_NAME missed the PTS REB games with a knee injury but felt good in shootaround and gave the PTS REB games with a knee injury a go . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FG3M', 'DREB', 'REB', 'PTS', 'FG3M', 'DREB', 'REB']"
"FIRST_NAME SECOND_NAME also shot AST_AVG - of - FTA from the free - throw line , all FTA attempts came in the final 1:14 and helped seal the win for PLAYER-TEAM-PLACE . ","['FIRST_NAME', 'SECOND_NAME', 'FTM', 'AST_AVG', 'FTA', 'FTA', 'PLAYER-TEAM-PLACE']"
"22 year - old FIRST_NAME SECOND_NAME came down with OREB offensive rebounds Wednesday , helping 22 year - old FIRST_NAME SECOND_NAME team to win the battle of the boards 56 - 41 . ","['FIRST_NAME', 'SECOND_NAME', 'OREB', 'FIRST_NAME', 'SECOND_NAME']"
FIRST_NAME SECOND_NAME had REB_AVG rebounds and BLK blocks in MIN minutes . ,"['FIRST_NAME', 'SECOND_NAME', 'DREB', 'REB', 'REB_AVG', 'BLK', 'MIN']"
FIRST_NAME SECOND_NAME finished with PTS_AVG points in MIN minutes of action . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'PTS_AVG', 'MIN']"
FIRST_NAME SECOND_NAME started at center in the PF half . ,"['FIRST_NAME', 'SECOND_NAME', 'OREB', 'PF']"
"FIRST_NAME SECOND_NAME added PTS points , REB rebounds , AST assists and AST 3 - pointers in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'FG3M', 'DREB', 'AST', 'FG3M', 'DREB', 'AST', 'MIN']"
"FIRST_NAME SECOND_NAME got off a 15 AST_AVG , FG3M - point heave at the buzzer , but was n't able to convert , giving The PLAYER-OPPONENT-TEAM-PLACE PLAYER-OPPONENT-TEAM-NAME ( 20 - 32 ) defeated the PLAYER-TEAM-PLACE PLAYER-TEAM-NAME ( 22 - 29 ) 103 - 102 on Sunday at Time_Warner_Cable_Arena in PLAYER-TEAM-PLACE their FG3M straight victory in a row and a bunch of momentum moving forward . ","['FIRST_NAME', 'SECOND_NAME', 'DREB', 'REB', 'AST_AVG', 'FG3M', 'PLAYER-OPPONENT-TEAM-PLACE', 'PLAYER-OPPONENT-TEAM-NAME', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'PLAYER-TEAM-PLACE', 'FG3M']"
"In 25 minutes , FIRST_NAME SECOND_NAME posted PTS points ( REB_AVG - FGA FG , AST - FTA FT ) and a team - high of REB rebounds , marking FIRST_NAME SECOND_NAME AST_AVG double - double since the beginning of December . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB_AVG', 'FGA', 'FTM', 'AST', 'FTA', 'REB', 'FIRST_NAME', 'SECOND_NAME', 'AST_AVG']"
"FIRST_NAME SECOND_NAME 's been very effective over FIRST_NAME SECOND_NAME 15 AST games , combining for 48 points and FGA rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'AST', 'FGA']"
"FIRST_NAME SECOND_NAME was back to being a solid scorer as the starting point guard , recording PTS points ( FGM - FGA FG , FG3M - AST 3Pt ) and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'FG3M', 'FG3A', 'AST', 'FG3A', 'AST']"
"FIRST_NAME SECOND_NAME had a tough day shooting the ball against the 76ers on Saturday , so it was good to see FIRST_NAME SECOND_NAME confidence did n't take a hit and FIRST_NAME SECOND_NAME was able to get things pointed back in the right direction . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME 's had a strong stretch of DREB games where FIRST_NAME SECOND_NAME 's averaged 19 points , much higher than FIRST_NAME SECOND_NAME season average of 11 points per game . ","['FIRST_NAME', 'SECOND_NAME', 'DREB', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME']"
FIRST_NAME SECOND_NAME notched FIRST_NAME SECOND_NAME DD_AVG double - double of the season by putting up 31 points ( FGM - FGA FG ) and AST assists . ,"['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'DD_AVG', 'FGM', 'FGA', 'AST']"
"SECOND_NAME , who was acquired at the trade deadline , finished with PTS points and REB rebounds over MIN minutes in his 1 appearance as a member of the PLAYER-TEAM-NAME . ","['SECOND_NAME', 'PTS', 'REB', 'MIN', 'PLAYER-TEAM-NAME']"
FIRST_NAME SECOND_NAME scored FTM of PLAYER-TEAM-PLACE 's final FTA points in the 15 minute of the game and finished with PTS points and a game - high AST assists . ,"['FIRST_NAME', 'SECOND_NAME', 'FTM', 'PLAYER-TEAM-PLACE', 'FTA', 'PTS', 'AST']"
"FIRST_NAME SECOND_NAME was also very effective in the winning effort for The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME , putting up PTS points on FGM - of - FGA shooting and REB rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'PTS', 'FGM', 'FGA', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME had FIRST_NAME SECOND_NAME AST_AVG double - double in FGA games , posting PTS points and REB rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'OREB', 'AST', 'AST_AVG', 'FGA', 'PTS', 'REB', 'MIN']"
"PLAYER-TEAM-PLACE was lead by FIRST_NAME SECOND_NAME , who scored a game - high PTS points on FGM - of - PTS_AVG shooting and grabbed REB rebounds in MIN minutes . ","['PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'PTS_AVG', 'REB', 'MIN']"
"There has been no stopping SECOND_NAME recently , as SECOND_NAME has averaged 14 points and 12 rebounds per game over SECOND_NAME 15 DREB outings . ","['SECOND_NAME', 'SECOND_NAME', 'SECOND_NAME', 'DREB']"
"SECOND_NAME also had a solid outing , recording 15 points on REB - of - PTS_AVG shooting , FGM assists , and DREB rebounds in 29 minutes . ","['SECOND_NAME', 'REB', 'FGA', 'PTS_AVG', 'FGM', 'DREB']"
"FIRST_NAME SECOND_NAME , who sat out 15 game to rest , played a team - high MIN minutes Monday and scored PTS_AVG points on FGM - of - FGA shooting to go along with REB rebounds and REB_AVG assists . ","['FIRST_NAME', 'SECOND_NAME', 'MIN', 'PTS', 'PTS_AVG', 'FGM', 'FGA', 'REB', 'AST', 'REB_AVG']"
FIRST_NAME SECOND_NAME scored PTS points on PTS_AVG - of - FGA shooting and was the only other Wizard to score in double figures . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'PTS_AVG', 'FGA']"
"FIRST_NAME SECOND_NAME led the way for the PLAYER-TEAM-NAME in the losing effort , recording PTS points on FTM - of - FGA shooting and AST_AVG assists in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PTS', 'FGM', 'FTM', 'FGA', 'FTA', 'AST', 'AST_AVG', 'FG_PCT', 'MIN']"
FIRST_NAME SECOND_NAME scored FGA points on FGM - of - FGA shooting to go along with REB assists . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'FGM', 'PTS', 'FGA', 'REB']"
"FIRST_NAME SECOND_NAME followed close behind , scoring PTS points on FGM - of - FGA shooting in 28 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA']"
"FIRST_NAME SECOND_NAME recorded FIRST_NAME SECOND_NAME FTA straight double - double and FIRST_NAME SECOND_NAME 6 in 7 games , scoring PTS points on FGM - of - FGA shooting and grabbing REB rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FTA', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'DREB', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME led the way for the PLAYER-TEAM-NAME in the losing effort , scoring PTS points on REB - of - FGA shooting to go along with REB rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PTS', 'FGM', 'REB', 'FGA', 'FGM', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME returned to action for PLAYER-TEAM-PLACE after being out with a knee injury since late - January , playing just MIN minutes and scoring PTS points on PF - of - FGA shooting in that time . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'MIN', 'PTS', 'FGM', 'FG3M', 'FTA', 'AST', 'PF', 'FGA']"
FIRST_NAME SECOND_NAME recorded FGA points on AST - of - FGA shooting and AST assists in MIN minutes . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'FGM', 'AST', 'PTS', 'FGA', 'FGM', 'AST', 'MIN']"
"FIRST_NAME SECOND_NAME also put together a nice stat line , recording PTS_AVG points , 11 assists , and 6 rebounds in 34 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS_AVG']"
FIRST_NAME SECOND_NAME was assessed FIRST_NAME SECOND_NAME PTS_AVG technical foul in FIRST_NAME SECOND_NAME return to the starting lineup after missing BLK_AVG game for rest . ,"['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS_AVG', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTM', 'OREB', 'BLK_AVG']"
"Seven different The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME ( 29 - 35 ) scored at least 10 points , led by FIRST_NAME SECOND_NAME ’ s PTS . ","['PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS']"
"FIRST_NAME SECOND_NAME , a contender for Rookie of the Year , scored FGA points on FGM - of - FGA shooting . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'FGM', 'PTS', 'FGA']"
FIRST_NAME SECOND_NAME failed to record a double - double for just the 20th time all season . ,"['FIRST_NAME', 'SECOND_NAME']"
"SECOND_NAME 's struggled with SECOND_NAME shot recently , combining to go just 4 - for - 15 from the field and IS_LEADER - for - 4 from the BLK - point line over SECOND_NAME 15 PF games , but SECOND_NAME continues to find SECOND_NAME teammates at a high rate with 24 assists over those 15 PF as well . ","['SECOND_NAME', 'SECOND_NAME', 'OREB', 'BLK_AVG', 'IS_LEADER', 'BLK', 'SECOND_NAME', 'FTM', 'FTA', 'STL', 'PF', 'SECOND_NAME', 'SECOND_NAME', 'FTM', 'FTA', 'STL', 'PF']"
"FIRST_NAME SECOND_NAME chipped in with a solid contribution off the bench , recording PTS points ( FGM - FGA FG , AST_AVG - FG3A 3Pt ) and PF rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'FG3M', 'AST', 'STL', 'AST_AVG', 'FG3A', 'DREB', 'REB', 'PF', 'FG3_PCT', 'MIN']"
"The only other Hornet in double figures was FIRST_NAME SECOND_NAME , who posted PTS points ( AST_AVG - FGA FG , IS_LEADER - STL_AVG 3Pt , REB_AVG - FTA FT ) and AST assists over 32 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'DREB', 'REB', 'AST_AVG', 'FGA', 'STARTER', 'FG3M', 'FG3_PCT', 'OREB', 'TO', 'IS_HOME', 'BLK_AVG', 'DOUBLE_DOUBLE', 'DD_AVG', 'IS_LEADER', 'FG3A', 'STL', 'BLK', 'STL_AVG', 'FTM', 'REB_AVG', 'FTA', 'AST']"
"Coming off the bench , FIRST_NAME SECOND_NAME had an awful showing , going BLK - for - REB from the field and just AST_AVG - for - 6 from the OREB - point line , but still added 9 points in 30 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FTA', 'AST', 'BLK', 'REB', 'FTM', 'BLK_AVG', 'AST_AVG', 'OREB']"
"FIRST_NAME SECOND_NAME put in PTS points to go along with REB boards , PF assists AST_AVG steals and STL_AVG black . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'FTA', 'AST', 'PF', 'FTM', 'OREB', 'DREB', 'STL', 'REB_AVG', 'AST_AVG', 'FG3M', 'BLK', 'STL_AVG']"
"PLAYER-TEAM-PLACE got loads of backcourt production , as FIRST_NAME SECOND_NAME came off the bench and had PTS points and AST assists . ","['PLAYER-TEAM-PLACE', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'AST']"
Over FIRST_NAME SECOND_NAME 15 FGM games FIRST_NAME SECOND_NAME is averaging 16 points and AST assists in less than 25 minutes a game . ,"['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FIRST_NAME', 'SECOND_NAME', 'AST']"
FIRST_NAME SECOND_NAME led the PLAYER-TEAM-NAME with PTS points and AST assists in 39 minutes . ,"['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PTS', 'AST']"
"FIRST_NAME SECOND_NAME finished with PTS points , REB rebounds and AST assists in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'DREB', 'AST', 'MIN']"
"FIRST_NAME SECOND_NAME was unable to play again on Monday with a shoulder injury , FIRST_NAME SECOND_NAME 's missed 9 of the 15 FGA games , including REB straight . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FGA', 'REB']"
"FIRST_NAME SECOND_NAME was The PLAYER-TEAM-NAME ( 31 - 42 ) defeated the PLAYER-OPPONENT-TEAM-NAME ( MIN - 45 ) 102 - 78 at Time_Warner_Cable_Arena on Wednesday leading scorer with PTS points ( PTS_AVG - FGA FG , FG3M - REB 3Pt ) , to go with REB rebounds , IS_LEADER assist , IS_LEADER steal and IS_LEADER block in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-NAME', 'PLAYER-OPPONENT-TEAM-NAME', 'MIN', 'PTS', 'FGM', 'PTS_AVG', 'FGA', 'FG3M', 'FG3A', 'REB', 'FG3A', 'REB', 'FTM', 'AST', 'STL', 'BLK', 'PF', 'AST_AVG', 'IS_LEADER', 'FTM', 'AST', 'STL', 'BLK', 'PF', 'AST_AVG', 'IS_LEADER', 'FTM', 'AST', 'STL', 'BLK', 'PF', 'AST_AVG', 'IS_LEADER', 'MIN']"
"FIRST_NAME SECOND_NAME had PTS_AVG points ( FGM - FGA FG , PF - PF 3Pt ) , 9 rebounds , REB_AVG assists and AST blocks in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'FGM', 'FGA', 'FG3M', 'FG3A', 'PF', 'FG3M', 'FG3A', 'PF', 'STL', 'REB_AVG', 'AST', 'MIN']"
"FIRST_NAME SECOND_NAME ( knee ) contributed 13 points ( REB - 16 FG , IS_LEADER - REB_AVG 3Pt ) , OREB rebounds , REB assists and IS_LEADER steal in 25 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FG3A', 'REB', 'FTM', 'AST', 'STL', 'BLK', 'PF', 'AST_AVG', 'IS_LEADER', 'DREB', 'REB_AVG', 'FTA', 'OREB', 'FG3A', 'REB', 'FTM', 'AST', 'STL', 'BLK', 'PF', 'AST_AVG', 'IS_LEADER']"
"FIRST_NAME SECOND_NAME ( knee ) played through the pain , putting up PTS points ( BLK - FGA FG ) , to go with REB rebounds , PF assists and BLK blocks in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'BLK', 'FGA', 'REB', 'FTM', 'AST', 'PF', 'FGM', 'BLK', 'MIN']"
"FIRST_NAME SECOND_NAME ( knee ) had 15 points ( FTA - 13 FG , AST_AVG - BLK 3Pt ) and 5 rebounds in 34 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FTA', 'OREB', 'BLK_AVG', 'AST_AVG', 'FGM', 'BLK']"
"FIRST_NAME SECOND_NAME had REB_AVG points ( FGM - FGA FG ) , REB rebounds and STL steals in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'REB_AVG', 'FGM', 'FGA', 'REB', 'OREB', 'STL', 'MIN']"
"FIRST_NAME SECOND_NAME ( knee ) only recorded REB points ( PF - PTS_AVG FG , AST_AVG - BLK 3Pt ) , but FIRST_NAME SECOND_NAME ( knee ) did have 7 rebounds and REB_AVG assists in 29 minutes . ","['FIRST_NAME', 'SECOND_NAME', 'REB', 'FTM', 'AST', 'PF', 'PTS_AVG', 'OREB', 'BLK_AVG', 'AST_AVG', 'FGM', 'BLK', 'FIRST_NAME', 'SECOND_NAME', 'DREB', 'REB_AVG']"
"FIRST_NAME SECOND_NAME s currently 16 - of - 100 on AST_AVG - pointers for the season , the worst mark in NBA of anyone attempting at least 100 threes . ","['FIRST_NAME', 'SECOND_NAME', 'FGA', 'REB_AVG', 'AST_AVG']"
"FIRST_NAME SECOND_NAME led the way , going FGM - for - FGA from the field and PTS_AVG - for - FG3A from the AST - point line to score a team - high of PTS points , while also adding PTS_AVG rebounds and AST assists . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FGA', 'FG3M', 'REB', 'PTS_AVG', 'FG3A', 'AST', 'PTS', 'FG3M', 'REB', 'PTS_AVG', 'AST']"
"With just IS_LEADER game left in the season , it 's good to see FIRST_NAME SECOND_NAME end on a high note , as FIRST_NAME SECOND_NAME 's averaging just 7 points and FTA assists on the season . ","['OREB', 'REB_AVG', 'AST_AVG', 'IS_LEADER', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'FTM', 'FTA']"
"Over MIN minutes , FIRST_NAME SECOND_NAME finished with PTS points ( FG3A - FGA FG , FG3M - FG3A 3Pt ) and PTS_AVG assists . ","['MIN', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FG3A', 'FGA', 'FG3M', 'FGM', 'FG3A', 'AST', 'PTS_AVG']"
"FIRST_NAME SECOND_NAME was a force Wednesday , putting up a double - double with PTS points ( REB_AVG - FGA FG ) and REB_AVG rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB', 'REB_AVG', 'FGA', 'FGM', 'REB', 'REB_AVG']"
"FIRST_NAME SECOND_NAME added a double - double of FIRST_NAME SECOND_NAME own , scoring FGA points and dishing AST assists to go along with REB rebounds and a blocked shot . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGA', 'AST', 'REB']"
"FIRST_NAME SECOND_NAME finished with PTS points ( FG3A - FGA FG , REB_AVG - FG3A 3Pt ) , this being the STL_AVG game in a row FIRST_NAME SECOND_NAME scored over 15 points . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FG3A', 'FGA', 'FG3M', 'DREB', 'REB_AVG', 'FGM', 'FG3A', 'FTM', 'STL', 'STL_AVG', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME also posted REB rebounds , an assist , and STL_AVG steals . ","['FIRST_NAME', 'SECOND_NAME', 'REB', 'FTM', 'STL', 'STL_AVG']"
"FIRST_NAME SECOND_NAME came off the bench and added PTS points , REB rebounds , AST_AVG assists , and STL_AVG steal in MIN minutes of action . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'FGM', 'FG3M', 'AST', 'REB_AVG', 'AST_AVG', 'STL', 'BLK', 'STL_AVG', 'MIN']"
"FIRST_NAME SECOND_NAME filled the stat sheet , going REB_AVG - for - FGA from the field to score PTS_AVG points while also collecting REB_AVG rebounds , AST_AVG assists , STL_AVG steals , and BLK_AVG blocked shots . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'REB', 'REB_AVG', 'FGA', 'PTS', 'PTS_AVG', 'FGM', 'REB', 'REB_AVG', 'FTM', 'DREB', 'AST', 'AST_AVG', 'FTA', 'STL', 'STL_AVG', 'BLK', 'PF', 'BLK_AVG']"
Point guard FIRST_NAME SECOND_NAME had PTS_AVG points to go with REB_AVG rebound and AST_AVG assists . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PTS_AVG', 'OREB', 'REB', 'PF', 'REB_AVG', 'FG3A', 'FTA', 'AST', 'AST_AVG']"
"Nearng a triple - double , FIRST_NAME SECOND_NAME scored REB_AVG points to go with REB_AVG rebounds and AST_AVG assists . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'PTS_AVG', 'REB_AVG', 'PTS', 'REB', 'PTS_AVG', 'REB_AVG', 'AST', 'AST_AVG']"
"FIRST_NAME SECOND_NAME paced The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME ( IS_LEADER - BLK_AVG ) , scoring a game - high PTS points in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'AST', 'AST_AVG', 'IS_LEADER', 'STL', 'BLK', 'PF', 'STL_AVG', 'BLK_AVG', 'PTS', 'MIN']"
"FIRST_NAME SECOND_NAME recorded FIRST_NAME SECOND_NAME DD_AVG double - double of the season , putting up PTS points and REB rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'OREB', 'STL', 'PF', 'STL_AVG', 'DD_AVG', 'PTS', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME followed up FIRST_NAME SECOND_NAME career night on Friday with a modest performance Saturday , puting up just BLK points and REB rebounds in MIN minutes off the bench . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'BLK', 'REB', 'MIN']"
"Coming off the bench , FIRST_NAME SECOND_NAME led all reserves with PTS points and PF rebounds . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'REB', 'PF']"
"FIRST_NAME went 8 - for - 18 from the field and 3 - for - 5 from beyond the arc for 31 points , while adding 4 assists as well . ",['FIRST_NAME']
"Despite shooting only AST_AVG - for - FGA from the field and STL_AVG - for - FG3A from 3 - point land , FIRST_NAME SECOND_NAME scored PTS points , largely due to making it to the line FTA times and making FTM of them . ","['FGM', 'AST_AVG', 'FGA', 'FG3M', 'AST', 'STL', 'STL_AVG', 'FG3A', 'FIRST_NAME', 'SECOND_NAME', 'PTS', 'FTA', 'FTM']"
"FIRST_NAME SECOND_NAME put up PTS points to go with REB reboudnds and REB_AVG PF - pointers in collecting FIRST_NAME SECOND_NAME IS_LEADER double - double of the season , doing all of FIRST_NAME SECOND_NAME damage in just MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'DREB', 'REB', 'FG3M', 'REB_AVG', 'PF', 'FIRST_NAME', 'SECOND_NAME', 'STL', 'DD_AVG', 'IS_LEADER', 'FIRST_NAME', 'SECOND_NAME', 'MIN']"
"FIRST_NAME SECOND_NAME also corralled a double - double , posting PTS points and REB rebounds in MIN minutes . ","['FIRST_NAME', 'SECOND_NAME', 'PTS', 'REB', 'MIN']"
"FIRST_NAME SECOND_NAME struggled with FIRST_NAME SECOND_NAME shot , finishing BLK_AVG - for - 11 from the field , but FIRST_NAME SECOND_NAME defense was on point Friday as FIRST_NAME SECOND_NAME had a plus - 21 rating . ","['FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME', 'BLK', 'BLK_AVG', 'FIRST_NAME', 'SECOND_NAME', 'FIRST_NAME', 'SECOND_NAME']"
"All FGM PLAYER-TEAM-PLACE starters scored in double figures , led by PTS points and PTS_AVG rebounds from FIRST_NAME SECOND_NAME . ","['FGM', 'PLAYER-TEAM-PLACE', 'PTS', 'REB', 'PTS_AVG', 'FIRST_NAME', 'SECOND_NAME']"
"FIRST_NAME SECOND_NAME connected on FGM - of - FTM field goals , DD_AVG - of - AST_AVG AST_AVG - pointers and FTM - of - FTA free throws . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FGA', 'FTM', 'FG3M', 'BLK', 'PF', 'DD_AVG', 'FG3A', 'AST', 'AST_AVG', 'FG3A', 'AST', 'AST_AVG', 'FGA', 'FTM', 'FTA']"
"Rookie FIRST_NAME SECOND_NAME contributed PTS points , all of which came from beyond the arc . ","['FIRST_NAME', 'SECOND_NAME', 'PTS']"
FIRST_NAME SECOND_NAME had PTS points ( FGM - FGA FG ) and AST assists to go with REB_AVG rebounds . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'FGM', 'FGA', 'AST', 'FG3A', 'DREB', 'REB', 'REB_AVG']"
FIRST_NAME SECOND_NAME scored a career - high PTS points to pace The PLAYER-TEAM-PLACE PLAYER-TEAM-NAME ( 7 - OREB ) . ,"['FIRST_NAME', 'SECOND_NAME', 'PTS', 'PLAYER-TEAM-PLACE', 'PLAYER-TEAM-NAME', 'OREB']"
"FIRST_NAME SECOND_NAME shot FTM - for - FGA from the field and IS_LEADER - for - PF from the AST_AVG - point line to score PTS points , while also recording STL steals . ","['FIRST_NAME', 'SECOND_NAME', 'FGM', 'FTM', 'FGA', 'FG3M', 'STL_AVG', 'IS_LEADER', 'FG3A', 'OREB', 'REB', 'AST', 'PF', 'AST_AVG', 'PTS', 'STL']"
"After only scoring FTA points in the previous game against the Trail_Blazers , it was a solid bounce back game for FIRST_NAME SECOND_NAME . ","['FTA', 'FIRST_NAME', 'SECOND_NAME']"
